EC,EO
10.804356984280876,13.027387662713831
11.9164906179853,13.033316865845908
12.852280948455126,12.90708224852081
13.612309847108783,12.663454076714485
14.205119547330506,12.318420540176868
14.647016555898498,11.887873218696706
14.96126117506762,11.386485034306803
15.176646993354462,10.826883301545145
15.325543718080231,10.219187992403777
15.441548698650248,9.57094307358681
15.55694974424621,8.887421433962297
15.700231106970348,8.172240044493913
15.893851783542233,7.428191019944454
16.152494804986834,6.658179362493997
16.48193835959387,5.866154410877099
16.878646112414636,5.057922600187169
17.33012037368022,4.24173321201591
17.81600586584712,3.428542798079664
18.30987106466074,2.631894589290716
18.78153054355867,1.8673952216977494
19.19971264109123,1.1518228641084074
19.53483243287031,0.5019471182496913
19.761610505489628,-0.06682419343596063
19.861288361130125,-0.5418336808107276
19.82322897065369,-0.9144510915947243
19.645749717116924,-1.1810973000237739
19.33610869974207,-1.3438993110626893
18.90964701694915,-1.4108975154624546
18.388168837950328,-1.395769747528339
17.797707824683812,-1.3170827919376624
17.16587892817607,-1.1971298449703023
16.519050293076052,-1.0604561239276094
15.879590774207916,-0.9322049142085909
15.263448796478947,-0.836428808474703
14.678292543985709,-0.7945091934076092
14.122391323764564,-0.8238150749248576
13.58435071656482,-0.9367105067542572
13.043737244497184,-1.139988881054299
12.472547626040692,-1.4347754264998283
11.837399485935725,-1.8168988884902117
11.102252562320066,-2.27768952887769
10.231421195715734,-2.805115500492576
9.192618068672518,-3.3851319348216644
7.9597775485040865,-4.00309731898102
6.515437939371824,-4.645113344052196
4.852505388712798,-5.2991617617417575
2.975272105316936,-5.955937962319713
0.8996177376848429,-6.609313933665418
-1.3476137978020142,-7.256403611411764
-3.7300020575532393,-7.8972491419818756
-6.203578099121037,-8.53418938822677
-8.719316203114778,-9.171001213485036
-11.225878828386158,-9.811913977574541
-13.672392964809339,-10.460594599010049
-16.01104746502044,-11.119197365667604
-18.199329767805004,-11.78757404475936
-20.2017591187344,-12.462736426749611
-21.991018816268465,-13.138643201818102
-23.548442905760854,-13.806344418651273
-24.863870002921157,-14.454468754809126
-25.93492901200418,-15.069993188887885
-26.76586031562584,-15.639201296458548
-27.36600282645545,-16.148722010047152
-27.748099242878666,-16.58654564944745
-27.926590368738395,-16.94293080469688
-27.91607506326508,-17.211133955651913
-27.730093054670654,-17.387907358845464
-27.380339609806057,-17.47371959156761
-26.876351859053074,-17.4726619379768
-26.225632473984597,-17.392020608371073
